image_id,group,spot_count,mean_intensity,total_intensity,intensity_variance,area_covered_px,area_covered_ratio,density_spots_per_px,density_spots_per_10k_px,spot_area_mean,spot_area_std,spot_area_median,spot_area_q25,spot_area_q75,small_spot_fraction,medium_spot_fraction,large_spot_fraction,batch_name,config_name,compound,concentration
image_00698,Group A,159,59.94602966308594,15714492.0,1520.3943039996084,67483,0.2574272155761719,0.000606536865234375,6.06536865234375,373.0,422.3219909667969,247.0,36.0,479.5,0.20125786163522014,0.16981132075471697,0.6289308176100629,Week1_22123,sensitive,aphidicolin,0.03
image_00699,Group A,162,57.6246337890625,15105952.0,1902.3302687257528,61644,0.2351531982421875,0.00061798095703125,6.1798095703125,335.033935546875,382.068359375,150.75,26.5,584.875,0.2345679012345679,0.2222222222222222,0.5432098765432098,Week1_22123,sensitive,aphidicolin,0.03
image_00708,Group A,155,50.65262222290039,13278281.0,1471.5246953486785,67826,0.25873565673828125,0.000591278076171875,5.91278076171875,384.212890625,432.9620666503906,204.5,34.0,633.5,0.1870967741935484,0.1935483870967742,0.6193548387096774,Week1_22123,sensitive,aphidicolin,0.1
image_00709,Group A,144,46.25911331176758,12126549.0,1369.0428952342918,58526,0.22325897216796875,0.00054931640625,5.4931640625,355.62847900390625,408.7830505371094,197.75,33.375,504.625,0.2013888888888889,0.18055555555555555,0.6180555555555556,Week1_22123,sensitive,aphidicolin,0.1
image_00710,Group A,190,55.469688415527344,14541046.0,1308.1829496160499,68645,0.2618598937988281,0.00072479248046875,7.2479248046875,313.7078857421875,354.724609375,173.25,28.625,482.25,0.23684210526315788,0.21052631578947367,0.5526315789473685,Week1_22123,sensitive,aphidicolin,0.1
image_00711,Group A,212,54.73808670043945,14349261.0,1267.3331538954371,77720,0.296478271484375,0.0008087158203125,8.087158203125,318.8231201171875,408.00640869140625,145.0,25.25,485.25,0.25,0.20754716981132076,0.5424528301886793,Week1_22123,sensitive,aphidicolin,0.1
image_00720,Group A,167,59.259769439697266,15534593.0,1751.805532380924,61621,0.23506546020507812,0.000637054443359375,6.37054443359375,320.3712463378906,381.4922790527344,148.0,31.0,479.25,0.19161676646706588,0.281437125748503,0.5269461077844312,Week1_22123,sensitive,aphidicolin,0.3
image_00721,Group A,153,70.63820266723633,18517381.0,1929.9582864973781,51589,0.19679641723632812,0.000583648681640625,5.83648681640625,296.3888854980469,400.65374755859375,89.5,30.0,416.0,0.20915032679738563,0.3137254901960784,0.477124183006536,Week1_22123,sensitive,aphidicolin,0.3
image_00722,Group A,103,53.541568756103516,14035601.0,2824.7896843920316,46844,0.1786956787109375,0.000392913818359375,3.92913818359375,405.4029235839844,465.3177795410156,179.5,38.25,646.25,0.21359223300970873,0.17475728155339806,0.6116504854368932,Week1_22123,sensitive,aphidicolin,0.3
image_00723,Group A,129,76.0302734375,19930880.0,2493.576720237732,42531,0.16224288940429688,0.000492095947265625,4.92095947265625,287.4108581542969,347.2803649902344,114.0,18.0,469.0,0.32558139534883723,0.16279069767441862,0.5116279069767442,Week1_22123,sensitive,aphidicolin,0.3
image_00732,Group A,144,68.4418830871582,17941629.0,1626.9083808472933,36651,0.13981246948242188,0.00054931640625,5.4931640625,218.4479217529297,336.6054382324219,63.25,21.375,287.875,0.2847222222222222,0.2986111111111111,0.4166666666666667,Week1_22123,sensitive,aphidicolin,1.0
image_00733,Group A,95,55.91716384887695,14658349.0,2268.1245659369597,39050,0.14896392822265625,0.000362396240234375,3.62396240234375,359.5894775390625,458.3351135253906,110.0,26.75,663.0,0.23157894736842105,0.2631578947368421,0.5052631578947369,Week1_22123,sensitive,aphidicolin,1.0
image_00734,Group A,131,84.95240783691406,22269764.0,2450.990914307302,61994,0.23648834228515625,0.000499725341796875,4.99725341796875,418.4694519042969,498.4582214355469,146.0,29.5,658.25,0.183206106870229,0.2748091603053435,0.5419847328244275,Week1_22123,sensitive,aphidicolin,1.0
image_00735,Group A,95,65.72113800048828,17228402.0,3028.9895806507557,36988,0.1410980224609375,0.000362396240234375,3.62396240234375,343.6894836425781,439.7525329589844,88.0,23.75,653.25,0.2631578947368421,0.2736842105263158,0.4631578947368421,Week1_22123,sensitive,aphidicolin,1.0
image_00744,Group A,133,86.42206954956055,22655027.0,2894.2513426163787,49978,0.19065093994140625,0.000507354736328125,5.07354736328125,329.39849853515625,415.4906311035156,75.5,20.5,626.0,0.2857142857142857,0.24812030075187969,0.46616541353383456,Week1_22123,sensitive,aphidicolin,3.0
image_00745,Group A,122,65.78302001953125,17244624.0,1906.8153082989156,45011,0.17170333862304688,0.00046539306640625,4.6539306640625,321.06146240234375,428.3725280761719,104.75,35.0,457.25,0.16393442622950818,0.32786885245901637,0.5081967213114754,Week1_22123,sensitive,aphidicolin,3.0
image_00746,Group A,173,54.64096450805664,14323801.0,1193.1269872228004,76210,0.29071807861328125,0.000659942626953125,6.59942626953125,385.3092346191406,419.88751220703125,191.0,43.0,619.5,0.16184971098265896,0.24855491329479767,0.5895953757225434,Week1_22123,sensitive,aphidicolin,3.0
image_00747,Group A,120,80.5247688293457,21109085.0,2589.915188507046,43772,0.1669769287109375,0.000457763671875,4.57763671875,320.0958251953125,414.3606262207031,115.75,27.0,508.125,0.23333333333333334,0.25,0.5166666666666667,Week1_22123,sensitive,aphidicolin,3.0
image_00756,Group A,111,74.69730377197266,19581450.0,2599.0190241024247,42560,0.162353515625,0.000423431396484375,4.23431396484375,334.02703857421875,451.5207824707031,76.5,27.25,528.25,0.21621621621621623,0.3063063063063063,0.4774774774774775,Week1_22123,sensitive,aphidicolin,10.0
image_00757,Group A,131,40.70695114135742,10671083.0,1437.53278615429,55089,0.21014785766601562,0.000499725341796875,4.99725341796875,368.5038146972656,438.3708190917969,139.5,29.0,610.25,0.22137404580152673,0.21374045801526717,0.5648854961832062,Week1_22123,sensitive,aphidicolin,10.0
image_00758,Group A,118,73.62643432617188,19300728.0,2531.1795023372397,46888,0.178863525390625,0.00045013427734375,4.5013427734375,350.5127258300781,445.2940979003906,96.75,22.75,571.375,0.2711864406779661,0.2288135593220339,0.5,Week1_22123,sensitive,aphidicolin,10.0
image_00759,Group A,122,51.199668884277344,13421686.0,1824.7887608766905,49055,0.18712997436523438,0.00046539306640625,4.6539306640625,353.50408935546875,469.0804138183594,132.25,27.625,533.25,0.22950819672131148,0.26229508196721313,0.5081967213114754,Week1_22123,sensitive,aphidicolin,10.0
image_02412,Group B,129,54.4195671081543,14265763.0,2286.623321809675,61869,0.23601150512695312,0.000492095947265625,4.92095947265625,426.7558288574219,427.7197570800781,319.0,68.5,647.5,0.1937984496124031,0.11627906976744186,0.689922480620155,Week1_22123,sensitive,cytochalasin B,0.01
image_02413,Group B,83,43.42506790161133,11383621.0,2313.729523120084,43158,0.16463470458984375,0.000316619873046875,3.16619873046875,465.1867370605469,398.3415832519531,426.5,120.0,642.5,0.12048192771084337,0.10843373493975904,0.7710843373493976,Week1_22123,sensitive,cytochalasin B,0.01
image_02414,Group B,94,53.217037200927734,13950527.0,2912.798403428853,47532,0.1813201904296875,0.00035858154296875,3.5858154296875,451.1223449707031,435.1157531738281,385.0,40.375,635.375,0.11702127659574468,0.20212765957446807,0.6808510638297872,Week1_22123,sensitive,cytochalasin B,0.01
image_02415,Group B,145,66.3091049194336,17382534.0,2130.187039292825,65429,0.24959182739257812,0.000553131103515625,5.53131103515625,398.91033935546875,415.4245910644531,302.5,60.5,532.0,0.11724137931034483,0.1793103448275862,0.7034482758620689,Week1_22123,sensitive,cytochalasin B,0.01
image_02424,Group B,175,52.6456184387207,13800733.0,1525.2997791570233,59433,0.22671890258789062,0.000667572021484375,6.67572021484375,294.3085632324219,363.11407470703125,168.5,29.75,408.0,0.22857142857142856,0.21142857142857144,0.56,Week1_22123,sensitive,cytochalasin B,0.03
image_02425,Group B,123,44.098106384277344,11560054.0,1654.7978931427351,56825,0.21677017211914062,0.000469207763671875,4.69207763671875,409.5284423828125,408.75592041015625,297.5,52.5,647.0,0.13821138211382114,0.21138211382113822,0.6504065040650406,Week1_22123,sensitive,cytochalasin B,0.03
image_02426,Group B,167,60.30089569091797,15807518.0,1486.7223737704917,65827,0.2511100769042969,0.000637054443359375,6.37054443359375,344.34130859375,363.58380126953125,263.0,43.0,465.0,0.1497005988023952,0.19760479041916168,0.6526946107784432,Week1_22123,sensitive,cytochalasin B,0.03
image_02427,Group B,142,75.63606643676758,19827541.0,2390.189959130352,63864,0.243621826171875,0.00054168701171875,5.4168701171875,395.41900634765625,418.7669677734375,272.0,46.125,625.5,0.16901408450704225,0.18309859154929578,0.647887323943662,Week1_22123,sensitive,cytochalasin B,0.03
image_02436,Group B,152,57.24924850463867,15007547.0,2014.7375234678475,70750,0.26988983154296875,0.000579833984375,5.79833984375,412.0394592285156,412.6010437011719,309.0,54.5,556.375,0.1513157894736842,0.15789473684210525,0.6907894736842105,Week1_22123,sensitive,cytochalasin B,0.1
image_02437,Group B,121,62.52436447143555,16390387.0,2497.2736754765356,59512,0.227020263671875,0.000461578369140625,4.61578369140625,434.87188720703125,439.52581787109375,291.0,90.5,650.0,0.14049586776859505,0.15702479338842976,0.7024793388429752,Week1_22123,sensitive,cytochalasin B,0.1
image_02438,Group B,217,53.79093551635742,14100971.0,1057.310292133232,78041,0.2977027893066406,0.000827789306640625,8.27789306640625,311.39862060546875,362.04052734375,189.5,36.5,492.5,0.17511520737327188,0.2534562211981567,0.5714285714285714,Week1_22123,sensitive,cytochalasin B,0.1
image_02439,Group B,131,40.00563430786133,10487237.0,1645.759203636655,60003,0.22889328002929688,0.000499725341796875,4.99725341796875,403.9045715332031,387.5804443359375,334.5,62.25,600.5,0.0916030534351145,0.1984732824427481,0.7099236641221374,Week1_22123,sensitive,cytochalasin B,0.1
image_02448,Group B,97,33.336097717285156,8738858.0,1787.4198904972873,48047,0.18328475952148438,0.000370025634765625,3.70025634765625,438.0206298828125,401.5643615722656,387.0,60.0,654.5,0.15463917525773196,0.14432989690721648,0.7010309278350515,Week1_22123,sensitive,cytochalasin B,0.3
image_02449,Group B,174,48.21015548706055,12638003.0,1662.7571385347837,60190,0.22960662841796875,0.00066375732421875,6.6375732421875,301.387939453125,353.7542419433594,157.0,47.25,398.25,0.1781609195402299,0.21839080459770116,0.603448275862069,Week1_22123,sensitive,cytochalasin B,0.3
image_02450,Group B,191,49.3045539855957,12924893.0,1240.2657177866058,74218,0.28311920166015625,0.000728607177734375,7.28607177734375,338.8429260253906,344.5177917480469,244.0,47.25,482.0,0.14659685863874344,0.17801047120418848,0.675392670157068,Week1_22123,sensitive,cytochalasin B,0.3
image_02451,Group B,220,73.31598663330078,19219346.0,1602.9647352722823,78388,0.2990264892578125,0.0008392333984375,8.392333984375,308.3704528808594,365.989990234375,216.75,27.0,440.375,0.22727272727272727,0.16363636363636364,0.6090909090909091,Week1_22123,sensitive,cytochalasin B,0.3
image_02460,Group B,130,50.03767013549805,13117075.0,1861.4868736549834,63011,0.24036788940429688,0.00049591064453125,4.9591064453125,429.1884765625,441.4486083984375,256.0,50.125,698.125,0.19230769230769232,0.13076923076923078,0.676923076923077,Week1_22123,sensitive,cytochalasin B,1.0
image_02461,Group B,132,41.56777572631836,10896743.0,1599.3273690363712,52656,0.20086669921875,0.0005035400390625,5.035400390625,351.0303039550781,368.48101806640625,240.0,48.25,562.25,0.16666666666666666,0.17424242424242425,0.6590909090909091,Week1_22123,sensitive,cytochalasin B,1.0
image_00676,Group A,173,43.340858459472656,11361546.0,1188.077792866563,67214,0.25640106201171875,0.000659942626953125,6.59942626953125,338.72833251953125,342.4027404785156,228.0,53.5,502.0,0.16184971098265896,0.1676300578034682,0.6705202312138728,Week1_22141,sensitive,aphidicolin,0.003
image_00677,Group A,165,69.19119262695312,18138056.0,1886.859960271977,60124,0.2293548583984375,0.000629425048828125,6.29425048828125,316.4424133300781,382.6413269042969,173.5,25.0,446.0,0.24242424242424243,0.18181818181818182,0.5757575757575758,Week1_22141,sensitive,aphidicolin,0.003
image_00678,Group A,139,54.07686996459961,14175927.0,1915.9540939077124,51353,0.19589614868164062,0.000530242919921875,5.30242919921875,323.22662353515625,362.0854187011719,218.0,42.0,482.25,0.15827338129496402,0.23741007194244604,0.60431654676259,Week1_22141,sensitive,aphidicolin,0.003
image_00679,Group A,226,69.88877868652344,18320924.0,1421.85788433603,77991,0.2975120544433594,0.00086212158203125,8.6212158203125,300.0198974609375,367.3648681640625,190.25,29.625,404.875,0.17699115044247787,0.252212389380531,0.5707964601769911,Week1_22141,sensitive,aphidicolin,0.003
image_00688,Group A,211,59.17849349975586,15513287.0,1137.1239056039922,72020,0.2747344970703125,0.000804901123046875,8.04901123046875,293.8862609863281,360.9050598144531,171.0,22.0,445.0,0.26540284360189575,0.17535545023696683,0.5592417061611374,Week1_22141,sensitive,aphidicolin,0.01
image_00689,Group A,188,61.392921447753906,16093786.0,1637.4583599282778,62141,0.23704910278320312,0.0007171630859375,7.171630859375,288.1515808105469,346.6900329589844,151.25,22.875,422.0,0.2765957446808511,0.18085106382978725,0.5425531914893617,Week1_22141,sensitive,aphidicolin,0.01
image_00690,Group A,173,52.35688781738281,13725044.0,1312.203762067249,66119,0.2522239685058594,0.000659942626953125,6.59942626953125,334.6994323730469,372.0828857421875,210.0,37.5,497.5,0.1907514450867052,0.23121387283236994,0.5780346820809249,Week1_22141,sensitive,aphidicolin,0.01
image_00691,Group A,86,59.591182708740234,15621471.0,3138.0365999592323,34879,0.13305282592773438,0.00032806396484375,3.2806396484375,358.156982421875,399.42401123046875,189.75,35.375,552.75,0.23255813953488372,0.1744186046511628,0.5930232558139535,Week1_22141,sensitive,aphidicolin,0.01
image_00700,Group A,203,58.3665657043457,15300445.0,1306.5515388556378,74106,0.28269195556640625,0.000774383544921875,7.74383544921875,319.1921081542969,370.4909362792969,187.0,29.75,479.75,0.21182266009852216,0.2019704433497537,0.5862068965517241,Week1_22141,sensitive,aphidicolin,0.03
image_00701,Group A,143,59.67231369018555,15642739.0,2267.2738053066278,54780,0.2089691162109375,0.000545501708984375,5.45501708984375,337.1573486328125,402.0995178222656,173.5,26.25,487.75,0.23076923076923078,0.20279720279720279,0.5664335664335665,Week1_22141,sensitive,aphidicolin,0.03
image_00702,Group A,190,64.51218795776367,16911483.0,1336.1796991709707,66651,0.2542533874511719,0.00072479248046875,7.2479248046875,302.97369384765625,364.97796630859375,147.75,30.5,440.0,0.22105263157894736,0.20526315789473684,0.5736842105263158,Week1_22141,sensitive,aphidicolin,0.03
image_00703,Group A,116,47.78470993041992,12526475.0,1798.927065560696,51488,0.1964111328125,0.0004425048828125,4.425048828125,393.2198181152344,440.474609375,185.75,48.125,620.375,0.1896551724137931,0.20689655172413793,0.603448275862069,Week1_22141,sensitive,aphidicolin,0.03
image_00712,Group A,176,58.52882385253906,15342980.0,1214.7107780722436,71087,0.2711753845214844,0.00067138671875,6.7138671875,352.9602355957031,414.92498779296875,209.0,28.375,487.125,0.20454545454545456,0.21022727272727273,0.5852272727272727,Week1_22141,sensitive,aphidicolin,0.1
image_00713,Group A,177,57.275634765625,15014464.0,1238.033820092678,58587,0.22349166870117188,0.000675201416015625,6.75201416015625,286.4858703613281,355.6737976074219,166.5,29.0,370.5,0.23728813559322035,0.1807909604519774,0.5819209039548022,Week1_22141,sensitive,aphidicolin,0.1
image_00714,Group A,193,61.42884063720703,16103202.0,1104.5189002733096,56602,0.21591949462890625,0.000736236572265625,7.36236572265625,252.91709899902344,334.5014953613281,114.0,23.0,363.5,0.26424870466321243,0.20725388601036268,0.5284974093264249,Week1_22141,sensitive,aphidicolin,0.1
image_00715,Group A,214,67.6159782409668,17725123.0,1661.31349149147,70444,0.2687225341796875,0.00081634521484375,8.1634521484375,285.5373840332031,370.4691467285156,113.25,20.5,439.125,0.29439252336448596,0.17757009345794392,0.5280373831775701,Week1_22141,sensitive,aphidicolin,0.1
image_00724,Group A,126,65.49311065673828,17168626.0,1816.8973905862658,35210,0.13431549072265625,0.00048065185546875,4.8065185546875,239.7063446044922,319.00469970703125,61.75,21.5,368.75,0.30158730158730157,0.2619047619047619,0.4365079365079365,Week1_22141,sensitive,aphidicolin,0.3
image_00725,Group A,175,77.99930191040039,20447049.0,1676.3963351144776,57423,0.21905136108398438,0.000667572021484375,6.67572021484375,282.78857421875,362.12896728515625,96.0,23.75,425.0,0.2742857142857143,0.22857142857142856,0.49714285714285716,Week1_22141,sensitive,aphidicolin,0.3
image_00726,Group A,140,44.211631774902344,11589814.0,1100.0104335494689,51501,0.19646072387695312,0.0005340576171875,5.340576171875,319.7392883300781,406.0697326660156,174.25,24.75,418.75,0.25,0.1357142857142857,0.6142857142857143,Week1_22141,sensitive,aphidicolin,0.3
image_00727,Group A,201,61.70038986206055,16174387.0,1310.1653721624607,70833,0.2702064514160156,0.000766754150390625,7.66754150390625,304.4129333496094,362.5195617675781,126.0,27.0,506.0,0.22885572139303484,0.24378109452736318,0.527363184079602,Week1_22141,sensitive,aphidicolin,0.3
image_00736,Group A,150,62.349971771240234,16344671.0,1967.3167478171963,58176,0.221923828125,0.00057220458984375,5.7220458984375,338.989990234375,396.9950256347656,144.25,19.375,577.625,0.2866666666666667,0.19333333333333333,0.52,Week1_22141,sensitive,aphidicolin,1.0
image_00737,Group A,133,87.6209831237793,22969315.0,2003.4236412820028,45288,0.172760009765625,0.000507354736328125,5.07354736328125,295.8834533691406,364.1597900390625,67.0,18.5,510.5,0.3157894736842105,0.21052631578947367,0.47368421052631576,Week1_22141,sensitive,aphidicolin,1.0
image_00738,Group A,164,75.36492919921875,19756464.0,1390.0026070140302,49059,0.18714523315429688,0.0006256103515625,6.256103515625,257.4908447265625,378.467529296875,64.5,24.5,328.5,0.25609756097560976,0.2865853658536585,0.4573170731707317,Week1_22141,sensitive,aphidicolin,1.0
image_00739,Group A,197,54.152767181396484,14195823.0,1010.4542813594308,65015,0.24801254272460938,0.000751495361328125,7.51495361328125,284.4898376464844,385.592041015625,100.0,23.5,408.0,0.26903553299492383,0.22842639593908629,0.5025380710659898,Week1_22141,sensitive,aphidicolin,1.0
image_00748,Group A,121,65.33758163452148,17127855.0,2513.039934971821,54165,0.20662307739257812,0.000461578369140625,4.61578369140625,394.9173583984375,513.1962890625,115.0,35.5,638.0,0.19834710743801653,0.2644628099173554,0.5371900826446281,Week1_22141,sensitive,aphidicolin,3.0
image_00749,Group A,93,91.95575332641602,24105649.0,3051.751952296574,28930,0.11035919189453125,0.000354766845703125,3.54766845703125,270.93011474609375,383.8435974121094,78.5,20.0,380.5,0.3010752688172043,0.22580645161290322,0.4731182795698925,Week1_22141,sensitive,aphidicolin,3.0
image_00750,Group A,81,100.29610061645508,26292021.0,2601.5519080125814,25221,0.09621047973632812,0.000308990478515625,3.08990478515625,269.23455810546875,374.389892578125,98.5,32.5,364.5,0.19753086419753085,0.30864197530864196,0.49382716049382713,Week1_22141,sensitive,aphidicolin,3.0
image_00751,Group A,141,82.15503311157227,21536449.0,2250.900452801943,58152,0.221832275390625,0.000537872314453125,5.37872314453125,361.2943115234375,470.763916015625,90.5,20.0,673.5,0.2907801418439716,0.2198581560283688,0.48936170212765956,Week1_22141,sensitive,aphidicolin,3.0
image_00760,Group A,156,30.71961212158203,8052962.0,664.9485661703511,51093,0.19490432739257812,0.0005950927734375,5.950927734375,279.8589782714844,335.81158447265625,148.75,39.375,374.5,0.17307692307692307,0.26282051282051283,0.5641025641025641,Week1_22141,sensitive,aphidicolin,10.0
image_00761,Group A,134,65.44569396972656,17156196.0,2043.1359592413064,49453,0.18864822387695312,0.00051116943359375,5.1116943359375,321.526123046875,430.8515625,96.0,29.75,534.0,0.22388059701492538,0.2835820895522388,0.4925373134328358,Week1_22141,sensitive,aphidicolin,10.0
image_00762,Group A,162,57.72039794921875,15131056.0,1560.743973877281,59642,0.22751617431640625,0.00061798095703125,6.1798095703125,320.52777099609375,410.5085144042969,105.5,30.875,491.0,0.22839506172839505,0.25308641975308643,0.5185185185185185,Week1_22141,sensitive,aphidicolin,10.0
image_00763,Group A,181,72.03594970703125,18883792.0,1311.370213355869,52119,0.19881820678710938,0.000690460205078125,6.90460205078125,246.16574096679688,330.3031311035156,65.0,20.5,384.5,0.292817679558011,0.2596685082872928,0.44751381215469616,Week1_22141,sensitive,aphidicolin,10.0
image_02416,Group B,86,44.816123962402344,11748278.0,1930.7443649568013,45828,0.1748199462890625,0.00032806396484375,3.2806396484375,476.29071044921875,392.41644287109375,442.5,86.0,736.875,0.11627906976744186,0.16279069767441862,0.7209302325581395,Week1_22141,sensitive,cytochalasin B,0.01
image_02417,Group B,142,75.48102951049805,19786899.0,2483.2227159872273,54493,0.20787429809570312,0.00054168701171875,5.4168701171875,336.62322998046875,391.1078796386719,173.25,30.125,479.0,0.23943661971830985,0.176056338028169,0.5845070422535211,Week1_22141,sensitive,cytochalasin B,0.01
image_02418,Group B,164,60.99810791015625,15990288.0,1662.96265816316,71927,0.2743797302246094,0.0006256103515625,6.256103515625,387.07623291015625,414.9559326171875,275.75,35.375,583.75,0.18292682926829268,0.2073170731707317,0.6097560975609756,Week1_22141,sensitive,cytochalasin B,0.01
image_02419,Group B,160,67.48381423950195,17690477.0,1850.14520005729,65814,0.25106048583984375,0.0006103515625,6.103515625,361.9156188964844,400.5472717285156,229.0,24.375,533.0,0.25625,0.125,0.61875,Week1_22141,sensitive,cytochalasin B,0.01
image_02428,Group B,144,66.44176864624023,17417311.0,1691.9702114043612,50690,0.19336700439453125,0.00054931640625,5.4931640625,308.2742919921875,363.782958984375,172.5,39.25,446.5,0.1875,0.2361111111111111,0.5763888888888888,Week1_22141,sensitive,cytochalasin B,0.03
image_02429,Group B,87,36.11088180541992,9466251.0,1548.9251861517405,49455,0.18865585327148438,0.000331878662109375,3.31878662109375,505.8735656738281,447.0729675292969,412.5,104.75,823.75,0.06896551724137931,0.1724137931034483,0.7586206896551724,Week1_22141,sensitive,cytochalasin B,0.03
image_02430,Group B,153,45.74311447143555,11991283.0,1495.8419115891302,57184,0.2181396484375,0.000583648681640625,5.83648681640625,327.92156982421875,349.6997985839844,203.0,48.0,470.0,0.12418300653594772,0.2222222222222222,0.6535947712418301,Week1_22141,sensitive,cytochalasin B,0.03
image_02431,Group B,122,74.57083511352539,19548297.0,2544.49656167136,53146,0.20273590087890625,0.00046539306640625,4.6539306640625,382.91802978515625,406.56683349609375,268.5,57.25,549.25,0.1721311475409836,0.10655737704918032,0.7213114754098361,Week1_22141,sensitive,cytochalasin B,0.03
image_02440,Group B,194,53.67168045043945,14069709.0,1525.9121075490111,65246,0.24889373779296875,0.00074005126953125,7.4005126953125,294.0644226074219,381.3166198730469,122.75,26.125,422.125,0.22164948453608246,0.25257731958762886,0.5257731958762887,Week1_22141,sensitive,cytochalasin B,0.1
image_02441,Group B,140,64.5977783203125,16933920.0,1997.8700017780066,61150,0.23326873779296875,0.0005340576171875,5.340576171875,383.77142333984375,384.7383117675781,294.25,85.5,512.875,0.1357142857142857,0.12142857142857143,0.7428571428571429,Week1_22141,sensitive,cytochalasin B,0.1
image_02442,Group B,120,52.92451477050781,13873844.0,2039.5432063990738,57017,0.21750259399414062,0.000457763671875,4.57763671875,422.57501220703125,380.77960205078125,376.5,64.125,641.5,0.09166666666666666,0.23333333333333334,0.675,Week1_22141,sensitive,cytochalasin B,0.1
image_02443,Group B,122,42.49660873413086,11140231.0,1828.2822150618158,57261,0.21843338012695312,0.00046539306640625,4.6539306640625,416.6311340332031,376.14422607421875,338.25,90.0,657.625,0.09016393442622951,0.1721311475409836,0.7377049180327869,Week1_22141,sensitive,cytochalasin B,0.1
image_02452,Group B,62,30.821796417236328,8079749.0,1682.133927229428,33356,0.1272430419921875,0.00023651123046875,2.3651123046875,482.5967712402344,430.71917724609375,394.75,103.5,787.75,0.14516129032258066,0.0967741935483871,0.7580645161290323,Week1_22141,sensitive,cytochalasin B,0.3
image_02453,Group B,129,58.45226287841797,15322910.0,2548.407289953844,54942,0.20958709716796875,0.000492095947265625,4.92095947265625,377.64727783203125,427.5094299316406,200.0,38.5,584.0,0.17829457364341086,0.21705426356589147,0.6046511627906976,Week1_22141,sensitive,cytochalasin B,0.3
image_02454,Group B,162,67.32755661010742,17649515.0,2195.408762727966,65273,0.24899673461914062,0.00061798095703125,6.1798095703125,354.4907531738281,385.6758728027344,218.5,37.875,505.625,0.18518518518518517,0.1728395061728395,0.6419753086419753,Week1_22141,sensitive,cytochalasin B,0.3
image_02455,Group B,182,69.82568740844727,18304385.0,2053.2276069111977,69030,0.26332855224609375,0.00069427490234375,6.9427490234375,332.6291198730469,376.17791748046875,223.75,47.0,441.25,0.2032967032967033,0.17582417582417584,0.6208791208791209,Week1_22141,sensitive,cytochalasin B,0.3
