image_id,group,spot_count,mean_intensity,total_intensity,intensity_variance,area_covered_px,area_covered_ratio,density_spots_per_px,density_spots_per_10k_px,spot_area_mean,spot_area_std,spot_area_median,spot_area_q25,spot_area_q75,small_spot_fraction,medium_spot_fraction,large_spot_fraction,compound,concentration,table_number
image_02436,Group B,155,57.24924850463867,15007547.0,2014.7375234678475,74767,0.2852134704589844,0.000591278076171875,5.91278076171875,427.9064636230469,404.2527770996094,310.5,100.75,535.0,0.1032258064516129,0.14838709677419354,0.7483870967741936,cytochalasin B,0.1,1
image_02437,Group B,120,62.52436447143555,16390387.0,2497.2736754765356,63912,0.243804931640625,0.000457763671875,4.57763671875,471.4708251953125,423.63934326171875,317.75,124.625,676.0,0.05,0.18333333333333332,0.7666666666666667,cytochalasin B,0.1,1
image_02438,Group B,213,53.79093551635742,14100971.0,1057.310292133232,74780,0.2852630615234375,0.000812530517578125,8.12530517578125,304.73944091796875,292.5197448730469,228.0,54.5,471.0,0.11737089201877934,0.2112676056338028,0.6713615023474179,cytochalasin B,0.1,1
image_02439,Group B,118,40.00563430786133,10487237.0,1645.759203636655,58098,0.22162628173828125,0.00045013427734375,4.5013427734375,436.4067687988281,356.53662109375,380.25,125.25,609.375,0.09322033898305085,0.1271186440677966,0.7796610169491526,cytochalasin B,0.1,1
image_02448,Group B,91,33.336097717285156,8738858.0,1787.4198904972873,47786,0.18228912353515625,0.000347137451171875,3.47137451171875,466.4175720214844,396.18133544921875,417.5,112.75,725.75,0.12087912087912088,0.0989010989010989,0.7802197802197802,cytochalasin B,0.3,1
image_02449,Group B,167,48.21015548706055,12638003.0,1662.7571385347837,62760,0.239410400390625,0.000637054443359375,6.37054443359375,330.11376953125,364.0792236328125,207.5,66.75,491.0,0.11976047904191617,0.20958083832335328,0.6706586826347305,cytochalasin B,0.3,1
image_02450,Group B,189,49.3045539855957,12924893.0,1240.2657177866058,71602,0.27313995361328125,0.000720977783203125,7.20977783203125,331.6587219238281,297.2969665527344,266.5,85.5,489.0,0.12169312169312169,0.14814814814814814,0.7301587301587301,cytochalasin B,0.3,1
image_02451,Group B,222,73.31598663330078,19219346.0,1602.9647352722823,77967,0.2974205017089844,0.00084686279296875,8.4686279296875,304.0968322753906,316.9327087402344,227.0,48.875,431.25,0.15765765765765766,0.18468468468468469,0.6576576576576577,cytochalasin B,0.3,1
image_02460,Group B,119,50.03767013549805,13117075.0,1861.4868736549834,60357,0.23024368286132812,0.000453948974609375,4.53948974609375,449.6974792480469,395.99591064453125,364.5,118.75,689.0,0.1092436974789916,0.1092436974789916,0.7815126050420168,cytochalasin B,1.0,1
image_02461,Group B,126,41.56777572631836,10896743.0,1599.3273690363712,54531,0.20801925659179688,0.00048065185546875,4.8065185546875,381.03570556640625,366.0626525878906,268.25,98.25,564.0,0.07936507936507936,0.1746031746031746,0.746031746031746,cytochalasin B,1.0,1
image_02462,Group B,135,61.618812561035156,16153002.0,2564.4478434142075,63812,0.2434234619140625,0.000514984130859375,5.14984130859375,419.4814758300781,405.27789306640625,313.5,84.0,555.0,0.1259259259259259,0.13333333333333333,0.7407407407407407,cytochalasin B,1.0,1
image_02463,Group B,170,51.206787109375,13423552.0,1576.08950227499,69215,0.2640342712402344,0.00064849853515625,6.4849853515625,359.435302734375,365.5187683105469,225.75,101.875,484.875,0.09411764705882353,0.14705882352941177,0.7588235294117647,cytochalasin B,1.0,1
image_02472,Group B,43,31.3319091796875,8213472.0,2057.301342949271,25834,0.09854888916015625,0.000164031982421875,1.64031982421875,542.1627807617188,430.48272705078125,435.0,191.5,761.25,0.046511627906976744,0.13953488372093023,0.813953488372093,cytochalasin B,3.0,1
image_02473,Group B,41,24.458293914794922,6411595.0,1603.248520001871,25184,0.0960693359375,0.000156402587890625,1.56402587890625,561.3292846679688,420.3406066894531,486.0,262.5,809.0,0.12195121951219512,0.04878048780487805,0.8292682926829268,cytochalasin B,3.0,1
image_02474,Group B,70,34.7758903503418,9116291.0,2248.2877990043344,43425,0.16565322875976562,0.00026702880859375,2.6702880859375,568.6571655273438,477.4033508300781,439.75,203.25,819.375,0.02857142857142857,0.14285714285714285,0.8285714285714286,cytochalasin B,3.0,1
image_02475,Group B,54,24.059005737304688,6306924.0,1780.0205890627112,35218,0.13434600830078125,0.00020599365234375,2.0599365234375,595.4259033203125,445.3784484863281,454.0,263.0,778.625,0.037037037037037035,0.05555555555555555,0.9074074074074074,cytochalasin B,3.0,1
image_05180,Group B,162,61.63288879394531,16156692.0,1936.4199855269399,68056,0.259613037109375,0.00061798095703125,6.1798095703125,370.870361328125,360.3190612792969,276.75,67.75,524.75,0.10493827160493827,0.18518518518518517,0.7098765432098766,nocodazole,0.001,1
image_05181,Group B,82,39.60231399536133,10381509.0,2494.26912626774,36203,0.13810348510742188,0.00031280517578125,3.1280517578125,391.81707763671875,350.5304870605469,275.0,98.5,649.125,0.08536585365853659,0.17073170731707318,0.7439024390243902,nocodazole,0.001,1
image_05182,Group B,177,90.99283981323242,23853227.0,2628.9955961621454,73354,0.27982330322265625,0.000675201416015625,6.75201416015625,366.559326171875,412.71759033203125,248.0,34.5,515.0,0.1864406779661017,0.192090395480226,0.6214689265536724,nocodazole,0.001,1
image_05183,Group B,166,68.20207595825195,17878765.0,1808.5739915094891,68900,0.2628326416015625,0.00063323974609375,6.3323974609375,364.0301208496094,362.9350891113281,268.0,68.75,492.25,0.10240963855421686,0.19879518072289157,0.6987951807228916,nocodazole,0.001,1
image_05192,Group B,147,76.77062606811523,20124959.0,2342.8214835161198,60015,0.22893905639648438,0.000560760498046875,5.60760498046875,359.30950927734375,389.5553283691406,260.5,54.5,529.25,0.1564625850340136,0.17687074829931973,0.6666666666666666,nocodazole,0.003,1
image_05193,Group B,141,48.58529281616211,12736343.0,1503.23216605348,68519,0.2613792419433594,0.000537872314453125,5.37872314453125,427.8723449707031,433.5321044921875,298.0,80.5,597.5,0.09929078014184398,0.1702127659574468,0.7304964539007093,nocodazole,0.003,1
image_05194,Group B,87,44.45658493041992,11654027.0,2407.5132137035107,49481,0.18875503540039062,0.000331878662109375,3.31878662109375,510.0689697265625,438.314453125,408.0,96.25,771.5,0.10344827586206896,0.16091954022988506,0.735632183908046,nocodazole,0.003,1
image_05195,Group B,154,42.67755126953125,11187664.0,1217.060287680477,61188,0.2334136962890625,0.00058746337890625,5.8746337890625,346.8798828125,360.02886962890625,251.5,56.0,521.125,0.11038961038961038,0.22077922077922077,0.6688311688311688,nocodazole,0.003,1
image_05204,Group B,89,44.84042739868164,11754649.0,2085.2142407169886,55711,0.21252059936523438,0.000339508056640625,3.39508056640625,560.4213256835938,401.03173828125,530.5,252.5,834.5,0.06741573033707865,0.06741573033707865,0.8651685393258427,nocodazole,0.01,1
image_05205,Group B,96,39.07670211791992,10243723.0,1740.0715971012687,49838,0.19011688232421875,0.0003662109375,3.662109375,461.0989685058594,391.91668701171875,344.5,151.0,662.5,0.041666666666666664,0.125,0.8333333333333334,nocodazole,0.01,1
image_05206,Group B,108,49.85700607299805,13069715.0,2035.0737948327878,64655,0.24663925170898438,0.0004119873046875,4.119873046875,534.7777709960938,474.52197265625,446.0,122.625,801.625,0.06481481481481481,0.16666666666666666,0.7685185185185185,nocodazole,0.01,1
image_05207,Group B,131,53.4449348449707,14010269.0,2309.1985288028227,61003,0.23270797729492188,0.000499725341796875,4.99725341796875,412.2900695800781,383.12042236328125,309.5,65.25,656.5,0.15267175572519084,0.1297709923664122,0.7175572519083969,nocodazole,0.01,1
image_05216,Group B,66,28.85833740234375,7565040.0,1606.4441574774683,33985,0.12964248657226562,0.00025177001953125,2.5177001953125,458.18182373046875,401.27740478515625,381.0,124.0,632.875,0.030303030303030304,0.21212121212121213,0.7575757575757576,nocodazole,0.03,1
image_05217,Group B,53,21.388286590576172,5606811.0,1155.7239169037057,29658,0.11313629150390625,0.000202178955078125,2.02178955078125,496.4056701660156,430.20745849609375,392.5,190.5,602.0,0.03773584905660377,0.09433962264150944,0.8679245283018868,nocodazole,0.03,1
image_05218,Group B,47,21.346393585205078,5595829.0,1053.6137265415018,28331,0.10807418823242188,0.000179290771484375,1.79290771484375,538.6063842773438,477.8551330566406,396.5,179.25,825.25,0.06382978723404255,0.10638297872340426,0.8297872340425532,nocodazole,0.03,1
image_05219,Group B,52,32.358154296875,8482496.0,2138.636633336544,29912,0.114105224609375,0.0001983642578125,1.983642578125,515.1923217773438,432.0983581542969,375.0,186.5,735.875,0.038461538461538464,0.11538461538461539,0.8461538461538461,nocodazole,0.03,1
image_05228,Group B,40,21.191890716552734,5555327.0,1210.7699444629106,23500,0.0896453857421875,0.000152587890625,1.52587890625,528.6375122070312,463.35137939453125,477.5,99.875,859.0,0.1,0.15,0.75,nocodazole,0.1,1
image_05229,Group B,41,26.43227767944336,6929063.0,1681.5896977449156,23203,0.08851242065429688,0.000156402587890625,1.56402587890625,510.04876708984375,469.3773498535156,428.5,85.5,758.5,0.024390243902439025,0.24390243902439024,0.7317073170731707,nocodazole,0.1,1
image_05230,Group B,47,29.807449340820312,7813844.0,1783.061679126462,31619,0.12061691284179688,0.000179290771484375,1.79290771484375,604.0106201171875,527.76171875,443.0,136.75,1004.5,0.06382978723404255,0.10638297872340426,0.8297872340425532,nocodazole,0.1,1
image_05231,Group B,42,37.57760238647461,9850743.0,2365.9261906992033,21358,0.08147430419921875,0.00016021728515625,1.6021728515625,456.3333435058594,468.0545654296875,203.25,89.0,767.0,0.09523809523809523,0.16666666666666666,0.7380952380952381,nocodazole,0.1,1
image_05240,Group B,46,23.343669891357422,6119403.0,1252.6790978844365,26151,0.09975814819335938,0.00017547607421875,1.7547607421875,509.61956787109375,524.2720947265625,319.0,93.25,768.375,0.10869565217391304,0.17391304347826086,0.717391304347826,nocodazole,0.3,1
image_05241,Group B,51,27.513702392578125,7212552.0,1609.4660292854533,29418,0.11222076416015625,0.000194549560546875,1.94549560546875,514.3235473632812,548.2634887695312,268.0,105.5,753.25,0.09803921568627451,0.11764705882352941,0.7843137254901961,nocodazole,0.3,1
image_05242,Group B,59,29.510391235351562,7735972.0,1428.204268242931,33059,0.12611007690429688,0.000225067138671875,2.25067138671875,502.7372741699219,497.5484619140625,279.5,111.75,817.25,0.06779661016949153,0.15254237288135594,0.7796610169491526,nocodazole,0.3,1
image_05243,Group B,56,29.00177001953125,7602640.0,1501.298008646816,28860,0.1100921630859375,0.000213623046875,2.13623046875,460.7321472167969,433.3888244628906,352.75,63.625,767.75,0.08928571428571429,0.2857142857142857,0.625,nocodazole,0.3,1
image_07208,Group A,89,51.457462310791016,13489265.0,3130.245093010817,49146,0.18747711181640625,0.000339508056640625,3.39508056640625,499.1741638183594,423.7267761230469,416.0,83.0,771.0,0.12359550561797752,0.14606741573033707,0.7303370786516854,taxol,0.001,1
image_07209,Group A,90,43.14537048339844,11310300.0,2426.7548073639628,51458,0.19629669189453125,0.00034332275390625,3.4332275390625,515.6444702148438,427.3765563964844,458.5,139.25,732.25,0.05555555555555555,0.13333333333333333,0.8111111111111111,taxol,0.001,1
image_07210,Group A,88,60.89310836791992,15962763.0,3229.5961143096065,53263,0.20318222045898438,0.000335693359375,3.35693359375,547.022705078125,441.3343505859375,448.25,146.75,785.625,0.09090909090909091,0.09090909090909091,0.8181818181818182,taxol,0.001,1
image_07211,Group A,84,30.89617919921875,8099248.0,1493.404603626579,50246,0.19167327880859375,0.0003204345703125,3.204345703125,534.34521484375,463.55426025390625,420.0,169.875,792.375,0.07142857142857142,0.11904761904761904,0.8095238095238095,taxol,0.001,1
image_07220,Group A,52,31.30225372314453,8205698.0,1962.0837144031539,30301,0.11558914184570312,0.0001983642578125,1.983642578125,528.6538696289062,457.43646240234375,445.5,60.375,880.125,0.09615384615384616,0.19230769230769232,0.7115384615384616,taxol,0.003,1
image_07221,Group A,57,31.13528823852539,8161929.0,1972.6293678383663,34021,0.12977981567382812,0.000217437744140625,2.17437744140625,536.3508911132812,446.5482482910156,434.0,104.5,908.0,0.14035087719298245,0.10526315789473684,0.7543859649122807,taxol,0.003,1
image_07222,Group A,45,26.471412658691406,6939322.0,1558.0339499147958,27159,0.10360336303710938,0.000171661376953125,1.71661376953125,543.2888793945312,377.2603454589844,468.5,203.0,886.0,0.0,0.15555555555555556,0.8444444444444444,taxol,0.003,1
image_07223,Group A,57,22.247093200683594,5831942.0,1451.7482482338673,27816,0.106109619140625,0.000217437744140625,2.17437744140625,434.0,383.30633544921875,370.5,136.5,541.5,0.05263157894736842,0.14035087719298245,0.8070175438596491,taxol,0.003,1
image_07232,Group A,56,31.494518280029297,8256099.0,1620.5168538008438,31548,0.1203460693359375,0.000213623046875,2.13623046875,500.9464416503906,382.37847900390625,386.5,226.125,713.875,0.017857142857142856,0.14285714285714285,0.8392857142857143,taxol,0.01,1
image_07233,Group A,43,23.63809585571289,6196585.0,1009.4716064145177,24004,0.0915679931640625,0.000164031982421875,1.64031982421875,503.7325439453125,465.85113525390625,437.5,69.5,773.25,0.11627906976744186,0.16279069767441862,0.7209302325581395,taxol,0.01,1
image_07234,Group A,33,23.14642333984375,6067696.0,1258.8479907475412,21823,0.08324813842773438,0.000125885009765625,1.25885009765625,593.0302734375,425.54315185546875,587.5,259.0,871.5,0.030303030303030304,0.12121212121212122,0.8484848484848485,taxol,0.01,1
image_07235,Group A,33,20.93752670288086,5488647.0,1184.0783305161021,18857,0.07193374633789062,0.000125885009765625,1.25885009765625,514.8939208984375,370.0074768066406,472.0,194.5,800.0,0.030303030303030304,0.12121212121212122,0.8484848484848485,taxol,0.01,1
image_07244,Group A,28,17.282962799072266,4530625.0,1055.4754854906205,18795,0.07169723510742188,0.0001068115234375,1.068115234375,602.5357055664062,371.2615661621094,586.75,270.25,850.75,0.0,0.10714285714285714,0.8928571428571429,taxol,0.03,1
image_07245,Group A,28,21.714134216308594,5692230.0,1606.100188407523,19042,0.07263946533203125,0.0001068115234375,1.068115234375,615.25,468.46038818359375,646.25,128.75,996.375,0.07142857142857142,0.14285714285714285,0.7857142857142857,taxol,0.03,1
image_07246,Group A,35,20.36072540283203,5337442.0,1425.7392009142204,21764,0.0830230712890625,0.000133514404296875,1.33514404296875,562.9000244140625,497.10687255859375,453.0,90.0,818.0,0.02857142857142857,0.2571428571428571,0.7142857142857143,taxol,0.03,1
image_07247,Group A,39,19.453876495361328,5099717.0,1234.5595181301323,22704,0.08660888671875,0.000148773193359375,1.48773193359375,523.2051391601562,463.24896240234375,369.5,178.0,830.25,0.05128205128205128,0.1282051282051282,0.8205128205128205,taxol,0.03,1
image_07256,Group A,40,20.653606414794922,5414219.0,1390.13222782324,25516,0.0973358154296875,0.000152587890625,1.52587890625,575.2625122070312,445.12860107421875,531.0,186.375,869.25,0.1,0.05,0.85,taxol,0.1,1
image_07257,Group A,48,24.419204711914062,6401348.0,1679.0475645286497,28964,0.1104888916015625,0.00018310546875,1.8310546875,541.5104370117188,444.2137145996094,456.5,141.375,821.375,0.020833333333333332,0.125,0.8541666666666666,taxol,0.1,1
image_07258,Group A,16,12.761844635009766,3345441.0,811.690806283601,12691,0.048412322998046875,6.103515625e-05,0.6103515625,714.15625,406.67901611328125,596.5,494.375,775.125,0.0,0.0,1.0,taxol,0.1,1
image_07259,Group A,18,17.06488800048828,4473458.0,1252.8541422085254,14076,0.0536956787109375,6.866455078125e-05,0.6866455078125,706.361083984375,451.8317565917969,851.0,254.5,984.875,0.1111111111111111,0.0,0.8888888888888888,taxol,0.1,1
image_08268,Group B,168,69.10293197631836,18114919.0,1992.9826262912102,72422,0.27626800537109375,0.000640869140625,6.40869140625,380.4285583496094,384.6371765136719,263.0,41.75,639.375,0.17261904761904762,0.20238095238095238,0.625,AZ-A,0.01,1
image_08269,Group B,110,43.8644905090332,11498813.0,1794.13870733777,48769,0.18603897094726562,0.00041961669921875,4.1961669921875,391.9590759277344,436.14093017578125,278.25,38.5,546.75,0.16363636363636364,0.2545454545454545,0.5818181818181818,AZ-A,0.01,1
image_08270,Group B,126,49.1683464050293,12889187.0,1946.5106876556383,59429,0.22670364379882812,0.00048065185546875,4.8065185546875,418.98016357421875,437.8855895996094,223.5,47.125,704.875,0.11904761904761904,0.2619047619047619,0.6190476190476191,AZ-A,0.01,1
image_08271,Group B,98,69.93094635009766,18331978.0,3038.3528747208766,47319,0.18050765991210938,0.00037384033203125,3.7384033203125,431.3316345214844,457.3100280761719,272.25,37.125,707.0,0.16326530612244897,0.24489795918367346,0.5918367346938775,AZ-A,0.01,1
image_08280,Group B,142,92.48521423339844,24244444.0,2469.3840816130396,63100,0.2407073974609375,0.00054168701171875,5.4168701171875,393.7570495605469,410.0836181640625,219.5,42.375,635.125,0.1619718309859155,0.21830985915492956,0.6197183098591549,AZ-A,0.03,1
image_08281,Group B,130,91.15328598022461,23895287.0,3748.059476888491,69768,0.266143798828125,0.00049591064453125,4.9591064453125,480.8038330078125,527.4818725585938,212.5,30.0,744.5,0.2,0.23846153846153847,0.5615384615384615,AZ-A,0.03,1
image_08282,Group B,116,39.2775764465332,10296381.0,1415.8443342203827,44857,0.17111587524414062,0.0004425048828125,4.425048828125,338.1939697265625,383.22259521484375,170.0,57.0,501.625,0.1724137931034483,0.2413793103448276,0.5862068965517241,AZ-A,0.03,1
